GeneID	GeneSymbol	Node Class
79077	DCTPP1	Dispensable
2737	GLI3	Indispensable
5514	PPP1R10	Dispensable
84174	SLA2	Dispensable
5728	PTEN	Indispensable
50944	SHANK1	Neutral
55805	LRP2BP	Neutral
11188	NISCH	Neutral
3375	IAPP	Indispensable
6183	MRPS12	Dispensable
6422	SFRP1	Neutral
5962	RDX	Indispensable
1385	CREB1	Neutral
9020	MAP3K14	Indispensable
2672	GFI1	Dispensable
23241	PACS2	Neutral
962	CD48	Indispensable
1837	DTNA	Neutral
3778	KCNMA1	Neutral
55755	CDK5RAP2	Indispensable
3090	HIC1	Dispensable
7384	UQCRC1	Dispensable
29882	ANAPC2	Neutral
8638	OASL	Dispensable
2323	FLT3LG	Indispensable
79886	C9orf82	Neutral
2822	GPLD1	Neutral
1051	CEBPB	Indispensable
57622	LRFN1	Dispensable
54902	TTC19	Dispensable
4802	NFYC	Neutral
7703	PCGF2	Dispensable
51444	RNF138	Neutral
2914	GRM4	Dispensable
1211	CLTA	Dispensable
2906	GRIN2D	Indispensable
3221	HOXC4	Neutral
2155	F7	Neutral
4780	NFE2L2	Indispensable
8548	BLZF1	Neutral
10564	ARFGEF2	Dispensable
3720	JARID2	Dispensable
23086	EXPH5	Dispensable
4052	LTBP1	Indispensable
836	CASP3	Indispensable
23291	FBXW11	Dispensable
5956	OPN1LW	Neutral
6767	ST13	Neutral
7403	UTX	Dispensable
51427	ZNF107	Dispensable
22933	SIRT2	Dispensable
9510	ADAMTS1	Dispensable
2286	FKBP2	Dispensable
63874	ABHD4	Dispensable
389834	LOC389834	Dispensable
51076	CUTC	Neutral
9104	RGN	Dispensable
134510	UBLCP1	Neutral
84894	LINGO1	Neutral
55160	ARHGEF10L	Dispensable
5906	RAP1A	Indispensable
7448	VTN	Neutral
64422	ATG3	Dispensable
51343	FZR1	Dispensable
54776	PPP1R12C	Neutral
5664	PSEN2	Indispensable
5971	RELB	Indispensable
4715	NDUFB9	Dispensable
9915	ARNT2	Neutral
27257	LSM1	Neutral
9546	APBA3	Neutral
9319	TRIP13	Indispensable
3910	LAMA4	Dispensable
3001	GZMA	Dispensable
6230	RPS25	Dispensable
857	CAV1	Indispensable
54987	C1orf123	Dispensable
5738	PTGFRN	Neutral
10036	CHAF1A	Neutral
25929	GEMIN5	Dispensable
23024	PDZRN3	Dispensable
4077	NBR1	Dispensable
51684	SUFU	Indispensable
55663	ZNF446	Indispensable
51094	ADIPOR1	Neutral
3739	KCNA4	Neutral
10980	COPS6	Indispensable
321	APBA2	Neutral
5700	PSMC1	Indispensable
89790	SIGLEC10	Dispensable
3209	HOXA13	Neutral
2896	GRN	Neutral
127281	C1orf93	Dispensable
27229	TUBGCP4	Neutral
79724	ZNF768	Dispensable
5977	DPF2	Neutral
9013	TAF1C	Indispensable
54715	A2BP1	Indispensable
5900	RALGDS	Neutral
26227	PHGDH	Neutral
57095	C1orf128	Dispensable
23495	TNFRSF13B	Neutral
760	CA2	Indispensable
863	CBFA2T3	Neutral
29108	PYCARD	Neutral
1745	DLX1	Dispensable
30819	KCNIP2	Dispensable
55791	C1orf103	Indispensable
56033	BARX1	Dispensable
3702	ITK	Indispensable
721	C4B	Neutral
23370	ARHGEF18	Dispensable
54756	IL17RD	Dispensable
30062	RAX	Dispensable
3482	IGF2R	Neutral
84107	ZIC4	Neutral
6755	SSTR5	Neutral
3622	ING2	Dispensable
56616	DIABLO	Indispensable
5682	PSMA1	Indispensable
6668	SP2	Dispensable
63943	FKBPL	Dispensable
4673	NAP1L1	Neutral
1137	CHRNA4	Neutral
23498	HAAO	Neutral
10214	SSX3	Neutral
79719	FLJ11506	Dispensable
115817	DHRS1	Dispensable
7305	TYROBP	Indispensable
80097	FAM128B	Dispensable
6356	CCL11	Neutral
4843	NOS2	Dispensable
54461	FBXW5	Neutral
643	CXCR5	Neutral
79088	ZNF426	Neutral
55870	ASH1L	Dispensable
10989	IMMT	Indispensable
7317	UBA1	Indispensable
55367	LRDD	Dispensable
80851	SH3BP5L	Dispensable
55093	WDYHV1	Neutral
5732	PTGER2	Neutral
6288	SAA1	Indispensable
11344	TWF2	Dispensable
1475	CSTA	Dispensable
7474	WNT5A	Dispensable
22948	CCT5	Indispensable
2968	GTF2H4	Neutral
54544	CRCT1	Dispensable
8620	NPFF	Neutral
7291	TWIST1	Dispensable
1192	CLIC1	Neutral
5452	POU2F2	Neutral
10130	PDIA6	Dispensable
3104	ZBTB48	Neutral
2975	GTF3C1	Neutral
58155	PTBP2	Dispensable
10038	PARP2	Neutral
90993	CREB3L1	Neutral
4691	NCL	Indispensable
55333	SYNJ2BP	Neutral
6618	SNAPC2	Dispensable
1846	DUSP4	Dispensable
4832	NME3	Dispensable
22877	MLXIP	Dispensable
133	ADM	Neutral
4616	GADD45B	Dispensable
23129	PLXND1	Neutral
3977	LIFR	Indispensable
4282	MIF	Neutral
6623	SNCG	Neutral
306	ANXA3	Neutral
9371	KIF3B	Neutral
51497	TH1L	Indispensable
10045	SH2D3A	Dispensable
54910	SEMA4C	Neutral
70	ACTC1	Indispensable
5966	REL	Indispensable
5552	SRGN	Indispensable
84966	IGSF21	Indispensable
166	AES	Indispensable
4352	MPL	Neutral
55540	IL17RB	Neutral
466	ATF1	Indispensable
134	ADORA1	Indispensable
2151	F2RL2	Neutral
10612	TRIM3	Neutral
3717	JAK2	Indispensable
55761	TTC17	Dispensable
22800	RRAS2	Indispensable
27240	SIT1	Dispensable
7296	TXNRD1	Neutral
8674	VAMP4	Neutral
1455	CSNK1G2	Neutral
6868	ADAM17	Indispensable
23598	PATZ1	Indispensable
7332	UBE2L3	Indispensable
9001	HAP1	Indispensable
114823	LENG8	Dispensable
3560	IL2RB	Neutral
1134	CHRNA1	Indispensable
3853	KRT6A	Neutral
5595	MAPK3	Indispensable
4131	MAP1B	Neutral
5201	PFDN1	Indispensable
2861	GPR37	Neutral
7175	TPR	Neutral
55738	ARFGAP1	Neutral
56159	TEX11	Indispensable
92610	TIFA	Dispensable
9373	PLAA	Dispensable
185	AGTR1	Neutral
64333	ARHGAP9	Dispensable
5122	PCSK1	Neutral
11179	ZNF277	Dispensable
1719	DHFR	Neutral
8433	UTF1	Dispensable
58157	NGB	Dispensable
51776	ZAK	Indispensable
7529	YWHAB	Indispensable
64866	CDCP1	Dispensable
6942	TCF20	Neutral
50855	PARD6A	Neutral
23019	CNOT1	Neutral
71	ACTG1	Indispensable
196513	DCP1B	Dispensable
3596	IL13	Neutral
2266	FGG	Neutral
10618	TGOLN2	Neutral
81669	CCNL2	Neutral
63827	BCAN	Dispensable
11276	AP1GBP1	Neutral
54855	FAM46C	Neutral
23566	LPAR3	Dispensable
2915	GRM5	Neutral
29904	EEF2K	Dispensable
6497	SKI	Neutral
9796	PHYHIP	Indispensable
64376	IKZF5	Neutral
463	ZFHX3	Dispensable
10296	MAEA	Dispensable
5887	RAD23B	Indispensable
11170	FAM107A	Neutral
8379	MAD1L1	Neutral
196441	ZFC3H1	Dispensable
5345	SERPINF2	Neutral
722	C4BPA	Dispensable
3588	IL10RB	Indispensable
30834	ZNRD1	Neutral
1363	CPE	Indispensable
7704	ZBTB16	Indispensable
4060	LUM	Dispensable
54796	BNC2	Dispensable
56992	KIF15	Neutral
4171	MCM2	Neutral
57403	RAB22A	Neutral
10401	PIAS3	Indispensable
23164	MPRIP	Neutral
55937	APOM	Dispensable
58	ACTA1	Indispensable
138046	RALYL	Neutral
153	ADRB1	Neutral
8473	OGT	Neutral
2932	GSK3B	Indispensable
9377	COX5A	Neutral
23643	LY96	Dispensable
9282	MED14	Indispensable
57542	KLHDC5	Neutral
4086	SMAD1	Indispensable
57002	C7orf36	Neutral
64344	HIF3A	Dispensable
26088	GGA1	Neutral
6403	SELP	Neutral
9039	UBA3	Dispensable
3655	ITGA6	Neutral
4012	LNPEP	Dispensable
7204	TRIO	Neutral
79734	KCTD17	Neutral
8646	CHRD	Dispensable
4671	NAIP	Neutral
79577	CDC73	Neutral
5880	RAC2	Indispensable
85302	FBF1	Neutral
4018	LPA	Neutral
55112	WDR60	Dispensable
9862	MED24	Neutral
79843	FAM124B	Dispensable
5598	MAPK7	Indispensable
58494	JAM2	Dispensable
834	CASP1	Indispensable
7345	UCHL1	Dispensable
285	ANGPT2	Neutral
9470	EIF4E2	Neutral
79171	RBM42	Dispensable
80856	KIAA1715	Dispensable
3092	HIP1	Neutral
55700	MAP7D1	Dispensable
6616	SNAP25	Indispensable
2864	FFAR1	Dispensable
10570	DPYSL4	Neutral
1667	DEFA1	Neutral
3836	KPNA1	Indispensable
2114	ETS2	Indispensable
10131	TRAP1	Indispensable
84539	MCHR2	Neutral
22902	RUFY3	Dispensable
1396	CRIP1	Dispensable
1760	DMPK	Indispensable
2033	EP300	Indispensable
391	RHOG	Indispensable
10963	STIP1	Neutral
541468	C1orf190	Indispensable
4335	MNT	Dispensable
5048	PAFAH1B1	Neutral
27246	RNF115	Neutral
5596	MAPK4	Dispensable
4097	MAFG	Indispensable
1877	E4F1	Dispensable
7695	ZNF136	Dispensable
55147	RBM23	Dispensable
285971	ZNF775	Dispensable
5610	EIF2AK2	Indispensable
51324	SPG21	Indispensable
10495	ENOX2	Neutral
65057	ACD	Neutral
4001	LMNB1	Indispensable
3241	HPCAL1	Neutral
4323	MMP14	Neutral
9628	RGS6	Dispensable
7917	BAT3	Indispensable
4661	MYT1	Dispensable
6688	SPI1	Neutral
26225	ARL5A	Neutral
1653	DDX1	Neutral
2237	FEN1	Dispensable
8085	MLL2	Dispensable
8767	RIPK2	Neutral
23741	EID1	Dispensable
9525	VPS4B	Neutral
11026	LILRA3	Dispensable
6855	SYP	Dispensable
2958	GTF2A2	Neutral
85461	TANC1	Dispensable
8318	CDC45L	Neutral
7278	TUBA3C	Neutral
60529	ALX4	Neutral
51363	GALNAC4S-6ST	Dispensable
12	SERPINA3	Indispensable
8328	GFI1B	Indispensable
90249	UNC5A	Neutral
2168	FABP1	Dispensable
4137	MAPT	Neutral
84142	FAM175A	Dispensable
3707	ITPKB	Dispensable
9670	IPO13	Neutral
9019	MPZL1	Dispensable
6457	SH3GL3	Indispensable
6431	SFRS6	Dispensable
8325	FZD8	Neutral
65991	FUNDC2	Neutral
23621	BACE1	Indispensable
22927	HABP4	Neutral
6385	SDC4	Neutral
10211	FLOT1	Neutral
4036	LRP2	Indispensable
875	CBS	Dispensable
136	ADORA2B	Neutral
116	ADCYAP1	Indispensable
10725	NFAT5	Neutral
3274	HRH2	Dispensable
2146	EZH2	Indispensable
51280	GOLM1	Indispensable
84878	ZBTB45	Dispensable
57555	NLGN2	Dispensable
10428	CFDP1	Dispensable
4604	MYBPC1	Dispensable
308	ANXA5	Dispensable
3485	IGFBP2	Dispensable
54900	LAX1	Dispensable
84106	PRAM1	Neutral
7314	UBB	Indispensable
26205	GMEB2	Dispensable
3802	KIR2DL1	Dispensable
9260	PDLIM7	Indispensable
81607	PVRL4	Dispensable
23072	HECW1	Neutral
4811	NID1	Neutral
6867	TACC1	Neutral
3676	ITGA4	Indispensable
5295	PIK3R1	Indispensable
5992	RFX4	Neutral
3939	LDHA	Neutral
29070	CCDC113	Dispensable
117177	RAB3IP	Indispensable
8471	IRS4	Indispensable
8301	PICALM	Dispensable
56655	POLE4	Neutral
301	ANXA1	Indispensable
8506	CNTNAP1	Neutral
8148	TAF15	Neutral
64324	NSD1	Neutral
4686	NCBP1	Indispensable
22841	RAB11FIP2	Neutral
9066	SYT7	Neutral
1758	DMP1	Dispensable
1822	ATN1	Indispensable
7533	YWHAH	Indispensable
84875	PARP10	Neutral
6693	SPN	Neutral
1033	CDKN3	Neutral
126961	HIST2H3C	Neutral
2736	GLI2	Indispensable
10626	TRIM16	Dispensable
9337	CNOT8	Neutral
9939	RBM8A	Neutral
10565	ARFGEF1	Neutral
796	CALCA	Indispensable
50848	F11R	Indispensable
51224	TCEB3B	Dispensable
80230	RUFY1	Dispensable
9351	SLC9A3R2	Indispensable
5621	PRNP	Neutral
3727	JUND	Indispensable
10950	BTG3	Neutral
5136	PDE1A	Dispensable
6196	RPS6KA2	Dispensable
22869	ZNF510	Dispensable
5034	P4HB	Neutral
4889	NPY5R	Dispensable
51517	NCKIPSD	Indispensable
26155	NOC2L	Dispensable
6703	SPRR2D	Dispensable
7541	ZFP161	Neutral
7052	TGM2	Indispensable
6754	SSTR4	Neutral
8463	TEAD2	Dispensable
10460	TACC3	Dispensable
4515	MTCP1	Dispensable
3683	ITGAL	Neutral
1161	ERCC8	Neutral
5940	RBMY1A1	Dispensable
121536	AEBP2	Neutral
6628	SNRPB	Indispensable
84832	ANKRD26L1	Dispensable
4779	NFE2L1	Neutral
1380	CR2	Indispensable
5457	POU4F1	Neutral
10139	ARFRP1	Neutral
990	CDC6	Neutral
1442	CSH1	Dispensable
2316	FLNA	Indispensable
7422	VEGFA	Neutral
9445	ITM2B	Dispensable
4772	NFATC1	Neutral
1743	DLST	Neutral
5162	PDHB	Neutral
5898	RALA	Neutral
114088	TRIM9	Neutral
85015	USP45	Dispensable
83439	TCF7L1	Dispensable
23219	FBXO28	Dispensable
56850	GRIPAP1	Dispensable
3205	HOXA9	Neutral
8650	NUMB	Neutral
8880	FUBP1	Indispensable
860	RUNX2	Indispensable
2308	FOXO1	Dispensable
4887	NPY2R	Neutral
81533	ITFG1	Indispensable
1063	CENPF	Neutral
138065	RNF183	Neutral
7546	ZIC2	Neutral
2158	F9	Neutral
6125	RPL5	Indispensable
2796	GNRH1	Dispensable
1601	DAB2	Neutral
7076	TIMP1	Neutral
323	APBB2	Neutral
23303	KIF13B	Dispensable
8932	MBD2	Neutral
7507	XPA	Indispensable
375260	WASH2P	Dispensable
6904	TBCD	Neutral
545	ATR	Indispensable
9443	MED7	Neutral
5292	PIM1	Neutral
5196	PF4	Neutral
90678	LRSAM1	Neutral
84064	HDHD2	Neutral
60681	FKBP10	Neutral
56896	DPYSL5	Neutral
7166	TPH1	Dispensable
353376	TICAM2	Indispensable
157922	CAMSAP1	Dispensable
6909	TBX2	Dispensable
3384	ICAM2	Neutral
9921	RNF10	Neutral
26060	APPL1	Indispensable
6934	TCF7L2	Dispensable
9228	DLGAP2	Neutral
163702	IL28RA	Neutral
5108	PCM1	Neutral
1305	COL13A1	Dispensable
961	CD47	Neutral
11066	SNRNP35	Dispensable
10856	RUVBL2	Neutral
2882	GPX7	Dispensable
3234	HOXD8	Dispensable
57048	PLSCR3	Dispensable
79869	FLJ12529	Neutral
5365	PLXNB3	Neutral
7874	USP7	Indispensable
660	BMX	Indispensable
3397	ID1	Indispensable
8802	SUCLG1	Neutral
196528	ARID2	Indispensable
84258	SYT3	Dispensable
977	CD151	Neutral
85415	RHPN2	Dispensable
4916	NTRK3	Neutral
6813	STXBP2	Neutral
5093	PCBP1	Indispensable
4067	LYN	Indispensable
55607	PPP1R9A	Dispensable
55824	PAG1	Neutral
7349	UCN	Neutral
8870	IER3	Dispensable
10002	NR2E3	Dispensable
10579	TACC2	Neutral
8543	LMO4	Indispensable
10733	PLK4	Neutral
604	BCL6	Indispensable
23435	TARDBP	Dispensable
6900	CNTN2	Neutral
4880	NPPC	Neutral
55084	SOBP	Neutral
2623	GATA1	Indispensable
26993	AKAP8L	Neutral
330	BIRC3	Neutral
7879	RAB7A	Neutral
1857	DVL3	Indispensable
7416	VDAC1	Neutral
3416	IDE	Neutral
8449	DHX16	Dispensable
57621	ZBTB2	Dispensable
2321	FLT1	Neutral
5798	PTPRN	Indispensable
55662	HIF1AN	Neutral
23345	SYNE1	Dispensable
3082	HGF	Neutral
128866	CHMP4B	Neutral
4595	MUTYH	Dispensable
23462	HEY1	Dispensable
50488	MINK1	Neutral
257397	MAP3K7IP3	Dispensable
25831	HECTD1	Dispensable
682	BSG	Dispensable
2971	GTF3A	Neutral
5774	PTPN3	Dispensable
375	ARF1	Neutral
2833	CXCR3	Neutral
4189	DNAJB9	Neutral
3914	LAMB3	Dispensable
7265	TTC1	Dispensable
57787	MARK4	Dispensable
10933	MORF4L1	Neutral
3692	EIF6	Neutral
9456	HOMER1	Neutral
5770	PTPN1	Neutral
8065	CUL5	Neutral
54929	TMEM161A	Dispensable
3726	JUNB	Indispensable
51465	UBE2J1	Dispensable
84839	RAX2	Neutral
9729	KIAA0408	Neutral
49855	SCAPER	Dispensable
79939	SLC35E1	Neutral
23090	ZNF423	Dispensable
28511	NKIRAS2	Dispensable
9603	NFE2L3	Neutral
155	ADRB3	Neutral
387	RHOA	Indispensable
6663	SOX10	Indispensable
9454	HOMER3	Dispensable
4750	NEK1	Indispensable
85440	DOCK7	Dispensable
2200	FBN1	Dispensable
115727	RASGRP4	Dispensable
11141	IL1RAPL1	Neutral
7026	NR2F2	Neutral
3812	KIR3DL2	Neutral
79090	TRAPPC6A	Neutral
29966	STRN3	Neutral
10009	ZBTB33	Neutral
5569	PKIA	Neutral
2847	MCHR1	Neutral
9310	ZNF235	Neutral
3233	HOXD4	Neutral
25957	SFRS18	Dispensable
7295	TXN	Neutral
3339	HSPG2	Neutral
6347	CCL2	Dispensable
10524	KAT5	Indispensable
7329	UBE2I	Indispensable
3820	KLRB1	Dispensable
9463	PICK1	Indispensable
7227	TRPS1	Dispensable
4617	MYF5	Dispensable
85441	PRIC285	Dispensable
23607	CD2AP	Indispensable
2642	GCGR	Dispensable
2354	FOSB	Neutral
5867	RAB4A	Neutral
3479	IGF1	Indispensable
3660	IRF2	Neutral
5494	PPM1A	Indispensable
6605	SMARCE1	Neutral
6871	TADA2L	Neutral
27040	LAT	Indispensable
665	BNIP3L	Neutral
8997	KALRN	Dispensable
3021	H3F3B	Neutral
55742	PARVA	Dispensable
1476	CSTB	Dispensable
1207	CLNS1A	Neutral
8405	SPOP	Indispensable
2641	GCG	Indispensable
8569	MKNK1	Neutral
2670	GFAP	Neutral
5100	PCDH8	Dispensable
904	CCNT1	Indispensable
79663	HSPBAP1	Dispensable
930	CD19	Neutral
3848	KRT1	Neutral
27336	HTATSF1	Dispensable
2972	BRF1	Dispensable
648	BMI1	Neutral
2006	ELN	Indispensable
112840	WDR89	Neutral
6617	SNAPC1	Neutral
3178	HNRNPA1	Neutral
51759	C9orf78	Neutral
2130	EWSR1	Indispensable
8522	GAS7	Dispensable
1028	CDKN1C	Neutral
2550	GABBR1	Indispensable
6240	RRM1	Dispensable
9744	ACAP1	Dispensable
1059	CENPB	Neutral
84766	EFCAB4B	Dispensable
54205	CYCS	Neutral
11284	PNKP	Indispensable
85358	SHANK3	Neutral
440552	LOC440552	Indispensable
10615	SPAG5	Neutral
7057	THBS1	Indispensable
2019	EN1	Dispensable
3983	ABLIM1	Dispensable
23016	EXOSC7	Dispensable
51088	KLHL5	Dispensable
79365	BHLHE41	Neutral
361	AQP4	Dispensable
4313	MMP2	Neutral
4436	MSH2	Dispensable
23426	GRIP1	Neutral
4801	NFYB	Indispensable
1459	CSNK2A2	Indispensable
1984	EIF5A	Neutral
5279	PIGC	Neutral
11098	PRSS23	Indispensable
5908	RAP1B	Indispensable
23354	KIAA0841	Dispensable
26003	GORASP2	Neutral
2041	EPHA1	Neutral
1463	NCAN	Neutral
154	ADRB2	Indispensable
5320	PLA2G2A	Neutral
5699	PSMB10	Dispensable
80022	MYO15B	Neutral
2801	GOLGA2	Indispensable
27134	TJP3	Dispensable
83595	SOX7	Dispensable
1462	VCAN	Indispensable
27316	RBMX	Neutral
51586	MED15	Indispensable
10068	IL18BP	Indispensable
55198	APPL2	Neutral
9329	GTF3C4	Neutral
51460	SFMBT1	Dispensable
9611	NCOR1	Indispensable
10078	TSSC4	Dispensable
8863	PER3	Indispensable
4478	MSN	Neutral
83637	ZMIZ2	Neutral
3062	HCRTR2	Neutral
11165	NUDT3	Indispensable
1029	CDKN2A	Indispensable
3455	IFNAR2	Neutral
554	AVPR2	Neutral
552	AVPR1A	Neutral
5894	RAF1	Indispensable
3766	KCNJ10	Dispensable
26230	TIAM2	Dispensable
11161	C14orf1	Indispensable
890	CCNA2	Neutral
56915	EXOSC5	Indispensable
94274	PPP1R14A	Dispensable
84062	DTNBP1	Neutral
122042	RXFP2	Neutral
1282	COL4A1	Indispensable
8557	TCAP	Indispensable
6891	TAP2	Dispensable
5144	PDE4D	Dispensable
126272	EID2B	Dispensable
7321	UBE2D1	Neutral
51755	CRKRS	Dispensable
6580	SLC22A1	Dispensable
8819	SAP30	Neutral
23476	BRD4	Neutral
10589	DRAP1	Indispensable
3183	HNRNPC	Neutral
10749	KIF1C	Dispensable
25776	CBY1	Neutral
481	ATP1B1	Neutral
79754	ASB13	Neutral
867	CBL	Indispensable
10155	TRIM28	Indispensable
3355	HTR1F	Dispensable
7568	ZNF20	Neutral
817	CAMK2D	Dispensable
10913	EDAR	Neutral
9759	HDAC4	Indispensable
89884	LHX4	Neutral
22911	WDR47	Indispensable
7187	TRAF3	Indispensable
7518	XRCC4	Dispensable
229	ALDOB	Dispensable
79676	OGFOD2	Dispensable
10252	SPRY1	Dispensable
673	BRAF	Dispensable
4204	MECP2	Indispensable
2059	EPS8	Indispensable
51191	HERC5	Dispensable
1827	RCAN1	Neutral
4842	NOS1	Indispensable
54602	NDFIP2	Neutral
1947	EFNB1	Neutral
11060	WWP2	Neutral
25	ABL1	Indispensable
8812	CCNK	Neutral
3350	HTR1A	Indispensable
11228	RASSF8	Neutral
54210	TREM1	Dispensable
10529	NEBL	Dispensable
29777	ABT1	Dispensable
7850	IL1R2	Neutral
4852	NPY	Indispensable
79800	ALS2CR8	Dispensable
10370	CITED2	Indispensable
5469	MED1	Indispensable
56034	PDGFC	Dispensable
83640	FAM103A1	Dispensable
5829	PXN	Indispensable
10445	MCRS1	Indispensable
2648	KAT2A	Neutral
3932	LCK	Indispensable
6654	SOS1	Indispensable
27190	IL17B	Neutral
5877	RABIF	Neutral
1730	DIAPH2	Neutral
3784	KCNQ1	Neutral
3623	INHA	Dispensable
1316	KLF6	Indispensable
8772	FADD	Indispensable
2263	FGFR2	Neutral
10023	FRAT1	Dispensable
3386	ICAM4	Indispensable
79890	RIN3	Neutral
6259	RYK	Neutral
4163	MCC	Neutral
51752	ERAP1	Dispensable
317	APAF1	Neutral
284403	WDR62	Dispensable
6878	TAF6	Neutral
5813	PURA	Neutral
1642	DDB1	Dispensable
6839	SUV39H1	Neutral
50619	DEF6	Neutral
23145	SSPO	Neutral
892	CCNC	Dispensable
6363	CCL19	Indispensable
546	ATRX	Neutral
2071	ERCC3	Indispensable
11099	PTPN21	Dispensable
6636	SNRPF	Dispensable
64398	MPP5	Neutral
9002	F2RL3	Neutral
10992	SF3B2	Dispensable
1443	CSH2	Dispensable
3298	HSF2	Neutral
3119	HLA-DQB1	Dispensable
83874	TBC1D10A	Dispensable
51135	IRAK4	Neutral
51237	MGC29506	Dispensable
7220	TRPC1	Neutral
9070	ASH2L	Neutral
3566	IL4R	Indispensable
25924	MYRIP	Dispensable
529	ATP6V1E1	Neutral
5241	PGR	Indispensable
3556	IL1RAP	Indispensable
51523	CXXC5	Dispensable
4222	MEOX1	Indispensable
51548	SIRT6	Dispensable
83737	ITCH	Indispensable
25870	SUMF2	Dispensable
2984	GUCY2C	Neutral
51660	BRP44L	Dispensable
80279	CDK5RAP3	Dispensable
10094	ARPC3	Indispensable
4122	MAN2A2	Dispensable
4314	MMP3	Indispensable
10262	SF3B4	Neutral
5959	RDH5	Indispensable
55049	C19orf60	Dispensable
27183	VPS4A	Neutral
2580	GAK	Dispensable
4900	NRGN	Dispensable
284	ANGPT1	Neutral
66036	MTMR9	Neutral
59067	IL21	Indispensable
5125	PCSK5	Neutral
3927	LASP1	Neutral
5504	PPP1R2	Dispensable
7094	TLN1	Neutral
8844	KSR1	Dispensable
4739	NEDD9	Indispensable
2119	ETV5	Dispensable
7592	ZNF41	Dispensable
808	CALM3	Indispensable
5997	RGS2	Indispensable
1847	DUSP5	Dispensable
63893	UBE2O	Neutral
55646	LYAR	Dispensable
147	ADRA1B	Neutral
6788	STK3	Neutral
5211	PFKL	Dispensable
4952	OCRL	Dispensable
1291	COL6A1	Dispensable
5267	SERPINA4	Neutral
5584	PRKCI	Neutral
6759	SSX4	Dispensable
51085	MLXIPL	Dispensable
2960	GTF2E1	Neutral
64115	C10orf54	Dispensable
5913	RAPSN	Neutral
5551	PRF1	Dispensable
1052	CEBPD	Neutral
4188	MDFI	Indispensable
27330	RPS6KA6	Indispensable
51375	SNX7	Dispensable
10906	TRAFD1	Dispensable
1493	CTLA4	Neutral
5617	PRL	Neutral
80150	ASRGL1	Dispensable
29896	TRA2A	Neutral
221037	JMJD1C	Dispensable
974	CD79B	Neutral
4298	MLLT1	Neutral
8572	PDLIM4	Dispensable
7913	DEK	Neutral
59341	TRPV4	Dispensable
84447	SYVN1	Dispensable
9709	HERPUD1	Indispensable
1613	DAPK3	Dispensable
9580	SOX13	Dispensable
6278	S100A7	Dispensable
1406	CRX	Indispensable
1104	RCC1	Indispensable
11031	RAB31	Dispensable
80351	TNKS2	Neutral
5092	PCBD1	Neutral
143425	SYT9	Dispensable
5799	PTPRN2	Neutral
27202	GPR77	Neutral
7534	YWHAZ	Indispensable
117	ADCYAP1R1	Dispensable
10140	TOB1	Indispensable
10580	SORBS1	Neutral
2207	FCER1G	Indispensable
57520	HECW2	Dispensable
6597	SMARCA4	Indispensable
9466	IL27RA	Dispensable
821	CANX	Neutral
5460	POU5F1	Indispensable
57336	ZNF287	Neutral
8290	HIST3H3	Indispensable
54539	NDUFB11	Dispensable
6886	TAL1	Neutral
54700	RRN3	Neutral
3376	IARS	Indispensable
8651	SOCS1	Neutral
7572	ZNF24	Indispensable
10849	CD3EAP	Neutral
55294	FBXW7	Neutral
6752	SSTR2	Neutral
1805	DPT	Dispensable
149233	IL23R	Dispensable
3226	HOXC10	Neutral
84080	C16orf48	Dispensable
10126	DNAL4	Dispensable
26747	NUFIP1	Dispensable
2922	GRP	Dispensable
118429	ANTXR2	Neutral
115650	TNFRSF13C	Neutral
5333	PLCD1	Neutral
6620	SNCB	Dispensable
6094	ROM1	Neutral
4967	OGDH	Dispensable
23705	CADM1	Neutral
23299	BICD2	Dispensable
2178	FANCE	Dispensable
8050	PDHX	Neutral
2909	GRLF1	Dispensable
79960	PHF17	Neutral
712	C1QA	Indispensable
5706	PSMC6	Neutral
79230	ZNF557	Dispensable
142679	DUSP19	Dispensable
6722	SRF	Indispensable
2560	GABRB1	Dispensable
8637	EIF4EBP3	Dispensable
9587	MAD2L1BP	Dispensable
51252	FAM178B	Dispensable
5764	PTN	Indispensable
22983	MAST1	Dispensable
8480	RAE1	Neutral
3196	TLX2	Dispensable
89953	KLC4	Dispensable
10540	DCTN2	Neutral
53371	NUP54	Dispensable
83746	L3MBTL2	Indispensable
151568	151568	Dispensable
7046	TGFBR1	Indispensable
5074	PAWR	Neutral
10608	MXD4	Dispensable
2920	CXCL2	Dispensable
6305	SBF1	Dispensable
5305	PIP4K2A	Neutral
2038	EPB42	Neutral
9892	SNAP91	Neutral
4283	CXCL9	Dispensable
3799	KIF5B	Indispensable
27252	KLHL20	Neutral
2048	EPHB2	Indispensable
4512	COX1	Indispensable
655	BMP7	Neutral
6238	RRBP1	Dispensable
8614	STC2	Neutral
54920	DUS2L	Dispensable
8125	ANP32A	Neutral
84632	AFAP1L2	Dispensable
5717	PSMD11	Neutral
414157	C10orf62	Dispensable
2332	FMR1	Indispensable
4644	MYO5A	Neutral
6354	CCL7	Neutral
148327	CREB3L4	Neutral
55827	IQWD1	Dispensable
23268	DNMBP	Indispensable
1024	CDK8	Neutral
3174	HNF4G	Neutral
2867	FFAR2	Dispensable
491	ATP2B2	Dispensable
10333	TLR6	Neutral
3953	LEPR	Neutral
7942	TFEB	Dispensable
51592	TRIM33	Dispensable
1514	CTSL1	Indispensable
840	CASP7	Indispensable
